date,Temperature,Dew.Point,humid,rain,wind_speed,pollen_count,month,year,pollen_level,season,pollen_cat,respiratory_visits,immunity_visits,wellness_visits,revenue
2011-02-23,19.4,16.7,84.98,0.0,27.7,0,2,2011,0.0,Not in season,Very low,2.7715144332613013,32.26544657043467,6.619428871636266,4088.6806987657246
2011-02-24,22.0,19.6,87.3,0.0,40.0,2,2,2011,1.09861228866811,Not in season,Low,9.146499283743925,33.24949364271817,5.701380962983691,4878.6397553597835
2011-02-25,21.6,18.9,85.52,0.0,50.0,1,2,2011,0.693147180559945,Not in season,Low,14.3229201786743,35.467094802118886,8.323453387048001,5931.336172616645
2011-02-26,22.1,17.9,78.36,0.0,48.6,1,2,2011,0.693147180559945,Not in season,Low,12.399173715166043,33.51308416515187,6.482321033412442,5357.794945008107
2011-02-27,23.0,16.2,68.31,0.2,41.9,3,2,2011,1.38629436111989,Not in season,Moderate,11.854181436223175,26.81392816275723,7.201852377861116,4680.042778851393
2011-02-28,27.4,15.1,49.9,0.0,40.9,4,2,2011,1.6094379124341,Not in season,Moderate,16.086895147105345,22.22473026572054,5.82478619444746,4618.883339780492
2011-03-01,26.9,15.3,53.03,0.0,38.2,2,3,2011,1.09861228866811,Not in season,Low,15.017317690683537,22.84602918025524,6.8631156277445236,4635.730291127111
2011-03-02,20.9,17.0,79.96,0.0,35.9,1,3,2011,0.693147180559945,Not in season,Low,6.269238643232066,30.47011627866936,6.811109991143195,4344.20906434624
2011-03-03,19.8,16.9,84.65,0.0,27.3,0,3,2011,0.0,Not in season,Very low,1.4415115350042695,33.120369810318095,4.610350707903847,3853.84642186463
2011-03-04,21.9,16.6,74.56,0.0,20.5,1,3,2011,0.693147180559945,Not in season,Low,0.0,28.205408633472636,8.51527511046064,3346.7825768630296
2011-03-05,24.2,13.9,59.21,0.0,27.7,1,3,2011,0.693147180559945,Not in season,Low,5.243690063878992,24.235582190427266,7.790644460922547,3676.05258358201
2011-03-06,21.4,17.9,82.28,0.0,39.0,0,3,2011,0.0,Not in season,Very low,9.262788733591297,30.1793651627119,6.102804683854012,4617.695539010467
2011-03-07,22.0,17.9,79.41,0.0,28.1,3,3,2011,1.38629436111989,Not in season,Moderate,5.292360042856235,31.455501636251068,5.3977302595441445,4212.451789531387
2011-03-08,20.7,17.1,81.26,0.0,27.7,1,3,2011,0.693147180559945,Not in season,Low,2.5199848176294957,29.680889926175833,6.847561613803552,3818.2920998374066
2011-03-09,19.9,14.9,73.51,0.2,42.5,44,3,2011,3.80666248977032,Not in season,Very high,14.313299346838035,31.254919156319595,6.586697699414397,5370.023653205676
2011-03-10,19.8,15.4,76.32,0.0,44.3,0,3,2011,0.0,Not in season,Very low,12.42845403757145,31.658852325549827,6.855668948563229,5205.753232948616
2011-03-11,20.3,15.7,76.29,0.0,36.1,0,3,2011,0.0,Not in season,Very low,6.8243203680923115,32.12979031500638,6.69157739619409,4567.223667367242
2011-03-12,20.2,14.8,73.5,0.0,31.3,1,3,2011,0.693147180559945,Not in season,Low,6.522093408262619,27.629415521057066,7.006240989305926,4106.092040241695
2011-03-13,18.9,14.7,78.03,0.0,31.3,2,3,2011,1.09861228866811,Not in season,Low,7.411054849698953,26.955585413015008,7.947305699391807,4220.669579216719
2011-03-14,19.2,12.7,69.25,0.2,29.5,2,3,2011,1.09861228866811,Not in season,Low,5.84626094133507,27.98561945370443,7.068103205128646,4065.5615147409435
2011-03-15,20.4,13.9,67.12,0.0,48.2,0,3,2011,0.0,Not in season,Very low,18.02296548372101,31.116613417813024,5.450344501090059,5710.444759915028
2011-03-16,21.8,14.4,64.1,0.0,40.7,2,3,2011,1.09861228866811,Not in season,Low,8.660382343865383,28.82673562352732,7.862562852712452,4550.924471833574
2011-03-17,22.5,17.1,72.69,0.0,30.1,1,3,2011,0.693147180559945,Not in season,Low,6.7748537565628375,29.08859129832955,8.140614563488288,4373.090745699559
2011-03-18,24.1,15.6,62.56,0.0,35.8,2,3,2011,1.09861228866811,Not in season,Low,10.578570602357253,25.79803657724154,9.652056734512085,4621.396668767991
2011-03-19,26.1,13.0,49.86,0.0,22.7,2,3,2011,1.09861228866811,Not in season,Low,5.989488974301198,22.23654711596477,5.376505966760402,3372.513865853453
2011-03-20,20.4,14.8,72.52,0.0,37.1,0,3,2011,0.0,Not in season,Very low,9.183641164803255,28.297744560354634,6.742882013150275,4471.241956863876
2011-03-21,19.6,16.1,81.81,0.0,39.0,2,3,2011,1.09861228866811,Not in season,Low,5.216646628098657,33.05462932322746,4.417901296811013,4284.892631439466
2011-03-22,19.3,16.4,84.13,4.7,31.3,1,3,2011,0.693147180559945,Not in season,Low,2.114492168243731,32.99556419099995,7.0531491563792095,4117.547411799579
2011-03-23,18.9,15.8,82.76,0.2,37.5,1,3,2011,0.693147180559945,Not in season,Low,7.703668857267618,33.87025188899865,5.951799701833227,4787.609427918637
2011-03-24,19.7,16.4,82.48,0.0,22.3,4,3,2011,1.6094379124341,Not in season,Moderate,1.9908410671122714,34.365592046693294,8.423445794824953,4349.335796308798
2011-03-25,18.1,11.1,66.55,0.4,31.3,1,3,2011,0.693147180559945,Not in season,Low,6.472594672589528,27.58589916061452,5.725385029981418,3993.332079170709
2011-03-26,18.3,12.7,72.11,0.0,43.6,0,3,2011,0.0,Not in season,Very low,11.165259595660219,29.382243649151,4.810816962032739,4662.920873356946
2011-03-27,21.7,12.6,60.77,0.0,40.7,0,3,2011,0.0,Not in season,Very low,12.443364434623195,26.27031082536961,6.028736259297481,4602.533715435543
2011-03-28,18.3,14.7,81.27,0.0,20.5,0,3,2011,0.0,Not in season,Very low,0.36910317655310987,28.308108914133054,4.5245122287828625,3237.064250902308
2011-03-29,17.8,15.7,88.87,0.2,20.5,6,3,2011,1.94591014905531,Not in season,Moderate,0.0,31.997344242693135,7.25109945450731,3550.5175803686416
2011-03-30,18.2,17.4,94.44,9.22,25.9,0,3,2011,0.0,Not in season,Very low,0.0,34.43086107426427,4.434916953743679,3258.0426270478542
2011-03-31,20.1,17.1,84.34,9.1,27.7,0,3,2011,0.0,Not in season,Very low,0.021901149670033426,31.443093922478493,6.528457581183159,3669.2141367029058
2011-04-01,17.9,14.9,83.37,0.9,35.3,0,4,2011,0.0,Not in season,Very low,5.851616324022056,32.72382584644046,4.355200882036023,4322.992614089575
2011-04-02,17.7,13.2,76.37,0.51,27.7,0,4,2011,0.0,Not in season,Very low,4.875967485799334,28.69409608114136,6.112714897355578,3943.5428981985024
2011-04-03,18.3,11.1,64.04,0.0,24.1,0,4,2011,0.0,Not in season,Very low,3.1889203591839705,26.967236800789365,8.076390857696754,3725.5053917967534
2011-04-04,18.1,11.3,66.03,0.0,48.2,0,4,2011,0.0,Not in season,Very low,15.402506780103348,28.62924847790184,6.793660593328014,5254.718508868827
2011-04-05,20.2,10.6,58.41,0.0,32.1,1,4,2011,0.693147180559945,Not in season,Low,8.809837770301765,24.741839614633662,5.569519096927285,3976.9260216537614
2011-04-06,17.9,13.8,77.91,0.0,44.1,0,4,2011,0.0,Not in season,Very low,9.272727577801822,31.389526340184496,6.401809212953136,4763.82468039092
2011-04-07,19.4,10.9,59.87,0.0,51.5,4,4,2011,1.6094379124341,Not in season,Moderate,19.340180415596866,27.37722882063077,6.451029573936666,5574.626897849635
2011-04-08,20.6,10.3,56.84,0.0,29.3,0,4,2011,0.0,Not in season,Very low,8.67358290826983,24.97211791760116,6.905643047735626,4090.4931845713454
2011-04-09,20.0,15.7,78.1,0.0,28.6,1,4,2011,0.693147180559945,Not in season,Low,3.717670184963694,29.269443741146915,5.066154338611393,3778.357143399246
2011-04-10,22.1,15.9,70.61,0.0,22.8,0,4,2011,0.0,Not in season,Very low,1.9261192999372783,26.673260213109693,7.02557997573955,3460.506735362607
2011-04-11,23.7,14.4,58.31,0.0,18.2,2,4,2011,1.09861228866811,Not in season,Low,0.37494388692437797,22.988528765468,3.7286210702894445,2642.135828600881
2011-04-12,21.7,15.8,69.91,0.0,33.5,3,4,2011,1.38629436111989,Not in season,Moderate,7.227032015851962,26.76795489183214,5.803128149528409,4008.2895830477223
2011-04-13,19.5,15.6,79.11,0.0,38.9,0,4,2011,0.0,Not in season,Very low,8.113928225209843,30.639890568334202,5.944738859440675,4513.239552613855
2011-04-14,18.4,14.8,81.02,0.0,29.5,0,4,2011,0.0,Not in season,Very low,2.3425840961675712,30.684534951746407,7.066339527963458,3914.870748951826
2011-04-15,20.8,12.7,61.81,0.0,44.2,1,4,2011,0.693147180559945,Not in season,Low,14.526071432500988,28.032267016855272,6.455643554569089,5062.806757951173
2011-04-16,20.6,11.1,55.65,0.0,42.1,0,4,2011,0.0,Not in season,Very low,15.526076285221807,25.22007359480231,5.027449648035933,4787.332485549722
2011-04-17,19.4,11.7,63.63,0.0,23.2,0,4,2011,0.0,Not in season,Very low,6.703278851815796,25.641307893641052,5.448019576075205,3804.365817668017
2011-04-18,16.3,12.8,81.48,0.0,28.3,0,4,2011,0.0,Not in season,Very low,3.1158667192477543,32.29507755460157,6.6316927114396265,4133.947178685057
2011-04-26,13.0,8.6,76.55,9.82,34.9,0,4,2011,0.0,Not in season,Very low,4.580325586084146,30.29015385392072,6.353945360027663,4086.9700845243824
2011-04-27,11.1,7.2,78.0,3.54,17.3,0,4,2011,0.0,Not in season,Very low,0.0,29.598557819914667,5.853888592256473,3053.3266045340742
2011-04-28,13.1,9.0,78.52,0.5,20.5,0,4,2011,0.0,Not in season,Very low,0.0,29.482133896481002,5.952178912380241,3006.528883884692
2011-04-29,12.8,9.7,82.44,0.79,29.5,0,4,2011,0.0,Not in season,Very low,2.985229186826175,32.000434819279555,7.129180699051509,4128.605440271217
2011-04-30,16.3,9.3,65.42,0.0,37.2,0,4,2011,0.0,Not in season,Very low,10.60634531491154,26.646689610866105,5.915320129023005,4410.656009197835
2011-05-01,18.2,6.3,55.47,0.0,17.7,3,5,2011,1.38629436111989,Not in season,Moderate,6.5408631687279275,19.544419410068283,6.161908755970927,3232.2982217318536
2011-05-02,18.6,13.1,71.86,3.75,24.2,1,5,2011,0.693147180559945,Not in season,Low,1.3444585528283153,27.83686500537643,8.419936588080542,3618.616453923484
2011-05-03,17.3,14.7,86.4,6.23,29.5,1,5,2011,0.693147180559945,Not in season,Low,1.0833210135004188,34.59729776331993,4.826317363116077,3975.8336870013295
2011-05-04,19.7,14.6,74.09,0.0,23.7,1,5,2011,0.693147180559945,Not in season,Low,2.0099323454421327,29.728458482689913,4.398157268425342,3565.8903111960744
2011-05-05,16.3,14.6,90.48,0.5,33.5,0,5,2011,0.0,Not in season,Very low,1.750982943570702,35.6524769815094,7.0335896647986065,4338.052824563313
2011-05-06,16.4,14.4,88.51,8.91,33.8,0,5,2011,0.0,Not in season,Very low,3.2392342217725276,35.41635686616746,5.571356938705897,4376.052348325921
2011-05-07,17.5,11.7,69.85,0.2,37.7,0,5,2011,0.0,Not in season,Very low,10.947899549030163,28.831389109153722,5.93176247225738,4671.427854579582
2011-05-08,18.9,11.8,65.28,0.0,26.8,0,5,2011,0.0,Not in season,Very low,6.530547920564568,26.500778848886714,5.468843621868886,3871.251125105931
2011-05-09,17.5,12.2,73.29,0.0,35.8,0,5,2011,0.0,Not in season,Very low,6.877918817807889,28.825817725478778,5.990199859232487,4187.148019423424
2011-05-10,15.8,12.7,82.56,0.0,27.7,1,5,2011,0.693147180559945,Not in season,Low,4.472191466404148,31.17871257276754,7.848538112096342,4282.417282212959
2011-05-11,15.4,12.7,84.32,0.2,22.3,0,5,2011,0.0,Not in season,Very low,0.0,32.26492537972537,7.052128458618119,3445.4496233593754
2011-05-12,14.8,12.4,86.7,0.9,18.4,0,5,2011,0.0,Not in season,Very low,0.0,33.29466132460258,7.112223511886977,3594.8782902952644
2011-05-13,14.1,12.8,92.29,0.2,17.5,0,5,2011,0.0,Not in season,Very low,0.0,33.2696644691828,4.833772944207355,3535.7902951006645
2011-05-14,14.3,11.9,85.27,0.0,14.8,1,5,2011,0.693147180559945,Not in season,Low,0.0,30.540772882178306,5.098846263447131,2728.8084507700773
2011-05-15,12.9,11.9,94.02,0.2,13.0,0,5,2011,0.0,Not in season,Very low,0.0,33.50663355062792,3.410921340514573,2637.923470975459
2011-05-16,15.0,12.1,83.99,0.0,18.4,0,5,2011,0.0,Not in season,Very low,0.0,31.758448098714936,5.440619178917246,3317.2715899006485
2011-05-17,13.7,12.0,90.44,0.0,14.0,0,5,2011,0.0,Not in season,Very low,0.0,30.799374220639745,7.206703186385658,2835.288059233911
2011-05-18,14.0,11.4,85.52,0.2,22.3,0,5,2011,0.0,Not in season,Very low,0.0,29.130582856235314,6.766946515748371,3053.6145892914974
2011-05-19,15.3,11.7,81.81,0.4,18.4,0,5,2011,0.0,Not in season,Very low,0.0,29.722355780610098,6.028486737047876,3193.0158524899243
2011-05-20,13.1,10.3,85.43,0.2,14.8,0,5,2011,0.0,Not in season,Very low,0.0,29.644145088903013,6.227699716281947,2701.8958177221584
2011-05-21,15.8,8.3,65.36,0.0,25.9,2,5,2011,1.09861228866811,Not in season,Low,5.648388645952769,25.628231762823226,5.561114457424594,3685.5189703906226
2011-05-22,17.0,5.2,47.34,0.0,20.5,0,5,2011,0.0,Not in season,Very low,4.402863648649293,20.074663617419034,6.4547588824017845,3052.1907101719617
2011-05-23,16.7,13.0,81.91,16.05,57.2,0,5,2011,0.0,Not in season,Very low,14.727901607526308,33.74910190917238,7.0158782794806145,5703.528646178845
2011-05-24,14.4,12.8,90.36,8.98,29.5,0,5,2011,0.0,Not in season,Very low,0.0,35.80096104136489,4.6341132125895275,3687.9195685231293
2011-05-25,13.8,10.7,82.54,6.88,35.3,0,5,2011,0.0,Not in season,Very low,3.5949077256914825,32.684093717522785,6.549647687837348,4223.770113862244
2011-05-26,13.5,9.9,80.33,0.2,20.5,0,5,2011,0.0,Not in season,Very low,0.3442758260545056,30.509569231532996,7.182434870954667,3666.8648119562135
2011-05-27,12.8,7.3,73.88,0.0,14.8,1,5,2011,0.693147180559945,Not in season,Low,0.0,28.41064857285208,5.8348997110366305,2804.7812572100265
2011-05-28,12.4,9.1,81.4,0.9,29.5,0,5,2011,0.0,Not in season,Very low,3.541189901906193,30.003400258663078,6.950700612120584,3981.3388630646978
2011-05-29,11.4,8.6,83.86,6.3,44.3,0,5,2011,0.0,Not in season,Very low,10.448714131423639,34.83493414490432,9.064654444472552,5462.511465819072
2011-05-30,13.3,10.8,85.04,26.52,42.5,0,5,2011,0.0,Not in season,Very low,0.0,33.67108285615745,6.145657207013108,3723.733879955772
2011-05-31,11.1,9.1,87.69,4.51,20.5,0,5,2011,0.0,Not in season,Very low,0.0,33.161576740689455,6.6433070500053235,3443.9363326051866
2011-06-01,12.3,8.7,79.25,0.0,25.2,0,6,2011,0.0,Not in season,Very low,2.1398241913726355,29.008771320351812,5.261942916338608,3578.611468306986
2011-06-02,12.2,8.6,79.78,0.0,18.4,0,6,2011,0.0,Not in season,Very low,0.0,27.909489480780724,6.1812511626020505,3215.4571580061524
2011-06-03,12.7,10.9,89.41,0.0,20.5,1,6,2011,0.693147180559945,Not in season,Low,0.0,33.87446758963003,6.460271624982304,3369.3773610035323
2011-06-04,13.3,12.7,96.17,2.76,20.5,0,6,2011,0.0,Not in season,Very low,0.0,35.35269143131702,6.194842340270138,3215.7343399981432
2011-06-05,11.4,9.0,86.45,2.7,14.8,0,6,2011,0.0,Not in season,Very low,0.0,30.332538134770985,4.980304680291143,2841.6276697114313
2011-06-06,10.8,9.2,89.97,6.08,18.4,0,6,2011,0.0,Not in season,Very low,0.0,31.78740430247037,6.206361771325451,3054.5466131350468
2011-06-07,12.5,8.3,77.72,4.33,42.5,0,6,2011,0.0,Not in season,Very low,9.782739275518814,32.91652174129772,7.462195938717636,5062.556562289441
2011-06-08,15.9,12.2,78.85,0.0,42.5,0,6,2011,0.0,Not in season,Very low,10.999672314245464,30.477705728559204,6.448635764514528,4883.622111726539
2011-06-09,16.7,14.2,85.91,0.0,40.7,0,6,2011,0.0,Not in season,Very low,7.147962917632267,35.81420754390716,6.961987189071841,4996.135279632335
2011-06-10,14.5,12.4,88.34,0.0,14.0,0,6,2011,0.0,Not in season,Very low,0.0,30.821255118422556,5.762988029987373,2904.8102197302255
2011-06-11,15.8,13.5,87.18,0.0,30.8,0,6,2011,0.0,Not in season,Very low,3.403608709948017,34.00007031073006,6.74990023942371,4348.432095420665
2011-06-12,14.4,12.0,87.18,0.0,16.6,0,6,2011,0.0,Not in season,Very low,0.0,31.41965782910122,6.279267838216526,3019.4039547226976
2011-06-13,13.0,12.5,96.81,0.0,21.0,1,6,2011,0.693147180559945,Not in season,Low,0.0,35.88682491729882,5.049089270312768,3868.6090453609595
2011-06-14,16.0,9.9,72.95,0.2,37.1,3,6,2011,1.38629436111989,Not in season,Moderate,9.700749381367679,29.00206319746297,6.318521004798875,4569.777925894329
2011-06-15,13.8,11.7,87.01,15.35,51.8,0,6,2011,0.0,Not in season,Very low,7.106044754196024,35.08764851271325,5.008303336559689,4762.154488699623
2011-06-16,13.7,12.5,92.11,15.41,44.3,0,6,2011,0.0,Not in season,Very low,5.089830412950742,36.11210301047487,5.367119725115208,4651.359528610792
2011-06-17,12.5,10.6,89.79,0.0,20.8,0,6,2011,0.0,Not in season,Very low,0.0,31.814375053062236,6.189328307292374,3194.181069248695
2011-06-18,11.0,8.6,87.04,0.0,28.4,0,6,2011,0.0,Not in season,Very low,2.972626905613676,33.84098921450415,6.297244273380124,4244.593691994466
2011-06-19,14.0,11.8,86.96,7.09,51.8,0,6,2011,0.0,Not in season,Very low,13.118893368511106,34.6521437202341,4.810767534922871,5424.342979038572
2011-06-20,12.4,10.0,86.89,0.2,20.5,0,6,2011,0.0,Not in season,Very low,0.0,31.842680101591974,7.053985771182877,3338.304054550519
2011-06-21,13.7,6.1,67.05,0.0,14.8,0,6,2011,0.0,Not in season,Very low,0.435064193866483,24.401780750469783,6.5720062783004725,3018.1462805749943
2011-06-24,12.7,7.9,72.62,9.15,25.9,0,6,2011,0.0,Not in season,Very low,1.3001713904047456,25.30119960944563,5.295271564389116,3109.762252944262
2011-06-25,12.9,10.3,84.52,2.4,16.6,0,6,2011,0.0,Not in season,Very low,0.0,30.786766684879794,4.462415203550824,3064.7607135710537
2011-06-26,12.8,9.8,83.26,1.4,20.5,0,6,2011,0.0,Not in season,Very low,1.0231894739809202,33.9231385059355,5.855095420918569,3983.5042211447458
2011-06-27,10.2,6.4,79.43,0.0,18.4,0,6,2011,0.0,Not in season,Very low,0.0,30.61052514547763,5.55405628613884,3258.887156558353
2011-06-29,13.3,10.7,84.83,17.82,37.1,1,6,2011,0.693147180559945,Not in season,Low,0.1373957534637662,33.15588754431872,6.113140457053023,3821.127481411766
2011-06-30,10.2,8.1,87.49,8.79,21.4,1,6,2011,0.693147180559945,Not in season,Low,0.0,32.09153100495008,5.6368833388444335,2971.3911702699684
2011-07-01,10.6,7.5,82.77,1.4,13.0,0,7,2011,0.0,Not in season,Very low,0.0,30.157959071374457,3.74254313925499,2511.4735069840663
